Item,Transaction,Kuantitas
BOTOL MINUM 750ML SL,1,2
KERTAS KADO,1,1
TEAPOT SARINGAN,2,1
PANGGANGAN KOTAK,1,1
RAK LACI KOSMETIK,2,1
BOLA MAGIC,3,1
MAINAN GEROBAK ICE KGP19,4,1
BATU ABC KECIL,5,2
SEPEDA SAPI,1,1
TIKAR ELRESAS,1,3
PANCI SUSU TUTUP 16,1,1
POP LIGHT,1,2
MINYAK KITA 1L,1,2
CELENGAN SIZE L,2,1
RAK VENUS BY SHENAR,1,1
TAPLAK MEJA UNGGUL KAYA,2,1
GELAS CANTEL JEMPOL,1,1
LEMARI TABITHA 4 SUSUN,2,1
KERANJANG LAUNDRY ORCHID,1,1
BANGKU  BAKSO WARNA,2,2
GAYUNG STANDAR,3,1
SIKAT WC NAGOYA,4,1
SIKAT CUCI BAJU,5,1
SIKAT BAJU IMPORT,6,1
SENDOK/GARPU  BIASA,7,1
SENDOK/GARPU BATIK,8,1
POP LIGHT,1,2
SELIMUT LADY ROSE,1,1
MAINAN SEPEDA V05,1,1
KIPAS WELHOME BERDIRI 1681,2,1
BATU ABC KECIL,1,3
MAINAN ICE CREAM KCL,1,1
POP LIGHT,1,2
TREMOS LION STAR CORONA,1,1
CELENGAN SIZE L,2,1
TEFLON HCM 22CM,1,1
RAK SEPATU SHENAR,1,1
MAGICOM COSMOS 323 s,1,1
TABLET LCD,1,1
TREMOS SOLARIS LION STAR,1,1
LEMARI 3 P GALFANIS ANAK,1,1
POP LIGHT,1,2
BANGKU  BAKSO WARNA,1,5
MASKER DUCKBIL WARNA WARNI,1,1
MASKER DUCKBIL PUTIH,2,2
BANTAL CINTA,1,1
BOTOL RUSA TALI PANJANG,1,1
GAYUNG PANJANG,2,1
MEJA BELAJAR SEDENG,1,1
TOPRON,2,1
TAPLAK KULKAS,3,1
PEMBATAS KERTAS,4,1
PISAU SULTAN,1,1
TABLET LCD,1,1
SERBET/LAP PIRING,1,1
PAYUNG 16 JARI,2,1
BOTOL RUSA TALI PANJANG,3,1
SERBET/LAP PIRING,1,1
MAGIC SPON,2,4
MAGICOM COSMOS CRJ-6305,3,1
KESED CENDOL,4,2
BUBUK PEMBERSIH MESIN CUCI,5,1
KIPAS TANGAN GRADASI,6,1
SPREI HOME UK 160 & 180,7,1
JEMURAN POPOK 30  HOKIESTAR,1,1
MAWAR LAUNDRY BOTOL,1,1
KAPSTOK JEMPOL 6 KAIT,2,1
SIKAT WC OTSU,3,1
MAINAN PISTOL 4770,1,4
MASKER DUCKBIL WARNA WARNI,2,1
MINYAK KITA 1L,1,2
LEMARI TABITHA 4 SUSUN,1,1
KIPAS DINDING WELHOME 1663E,1,1
KUDA NEW,1,1
SIKAT SOFA IMPORT,2,1
MASKER DUCKBIL WARNA WARNI,1,1
JEPITAN BAJU WISA,1,1
TUTUP GELAS PLASTIK,2,1
MAGICOM MIYAKO 528 SB,1,1
MINYAK KITA 1L,1,1
CETAKAN PUKIS SUGGO,1,1
MANKOK BOWL KACA 5 SSN,2,1
TABLET LCD,1,1
TOPRON,1,2
MAWAR LAUNDRY REFILL,2,4
TERMOS 500ML TYPE 1132,3,1
"OILPOTS STAINLESS 1,3L",4,1
KIPAS TANGAN GRADASI,1,1
PANCI SET 3 WARNA GSF,1,1
KERTAS KADO,2,3
KARPET SPONS MURAH,3,2
sabun cuci piring b-light,4,1
JAM DINDING VINODA,1,1
KASUR GANDER TEBAL,1,1
RAK BUKU GSF,1,1
TABLET LCD,1,1
BONCENGAN ROTAN TANPA LILITAN,1,1
celengan jumbo,1,1
GELAS PLASTIK FAMILLY,2,1
CETAKAN TELUR,1,2
RAK BUKU GSF,1,2
MASKER EARLOOP 3PLY,1,1
KIPAS WELHOME BERDIRI 1681,1,1
LEMARI PIRING 3P ALUMINIUM,1,1
KASUR GANDER TEBAL,3,1
BANTAL GULING CANON,1,2
SARUNG BANTAL GULING LADY ROSE,2,1
KASUR GANDER TEBAL,1,1
KASUR LANTAI PALEMBANG,2,1
MASKER EARLOOP 3PLY,3,1
GELAS BRIMINGHAM,1,1
SAJADAH GOKKUSAGI,1,6
CETAKAN MARTABAK 8 LUBANG SUGGO,2,1
HANGER ATUM PITA,3,1
POP LIGHT,4,7
TOPLES KACA 1100ML,5,1
MAINAN TRUK DT 9092,1,1
TABLET LCD,1,1
PENGKI CAPUCCINO,2,1
PANCI EAGLE 24 SARANGAN,3,1
TABLET LCD,1,1
KIPAS MEJA KARAKTER WELHOME,1,1
JEMURAN POPOK 20 STIK,2,1
MASKER DUCKBIL WARNA WARNI,3,1
TEROMPET,1,1
KASUR GANDER TEBAL,2,1
TEROMPET,1,20
MASKER DUCKBIL WARNA WARNI,1,1
MASKER DUCKBIL PUTIH,1,3
GELAS MUG TTP 1 WARNA,2,1
TEROMPET,3,1
CATOKAN NOVA,1,1
CLUNNY SET,1,1
LEMARI PLASTIK 4SSN NAPOLLY,1,4
LEMARI PLASTIK 4SSN NAPOLLY,1,1
BANGKU  BAKSO WARNA,1,2
MANGKOK DINASTY 7",1,1
MAINAN PISTOL LG 10,1,1
KIPAS TORNADO 3IN1 NEW VIVA,1,1
SAJADAH TRAVEL JUMBO,1,3
HAIR DRYER NOVA,1,1
SENDOK/GARPU  BIASA,1,2
SENDOK/GARPU BATIK,2,2
DINGKLIK LION STAR,3,1
TAMPAH MURAH UK 40,4,4
celengan jumbo,5,1
TEMPAT BUMBU ISI 3 UK L,1,1
KAPSTOK JEMPOL 6 KAIT,2,1
RAK PIRING AIS,1,1
SANDAL SWALLOW BSR,1,1
REGULATOR PLUS SELANG MPU,2,1
WALPAPER TIMBUL MOTIF BATIK,1,20
HANDUK BAYI DRAGONFLY,1,1
MANTEL CERIA,2,2
CLUNNY SET,3,1
SET TOP BOX RINREI,1,1
RAK BUKU GSF,1,2
GILINGAN MIE GSF,2,1
RAK RSTK 4 SSN TABITHA,3,1
POP LIGHT,4,1
KAOS KAKI SPORT MANSOCK,1,4
KIPAS DINDING WELHOME 12,1,1
GUNTING KUKU BESAR,2,1
KAOS KAKI SPORT MANSOCK,3,1
KAOS KAKI SPORT MANSOCK,1,3
TEROMPET,1,1
KAOS KAKI SPORT MANSOCK,1,25
RAK RSTK OYAMA,1,1
MAINAN TRACK RACING 2461,2,1
CETAKAN TELUR,3,1
RAK PIRING MASTER,1,2
TEKO SET SUNGLASS,2,1
LEMARI LA2P KACA,1,1
HANDUK DEWASA,1,1
SANDAL SIMIQI,2,1
KOTAK MAKAN PINK,3,1
GAYUNG STANDAR,4,1
BOTOL RUSA TALI PANJANG,1,1
PANCI EAGLE 30 SARANGAN,1,1
MAINAN KITCHEN MK 14,2,1
HANDUK DEWASA,3,1
BOTOL RUSA TALI PANJANG,1,1
KAOS KAKI SPORT MANSOCK,1,1
KASUR GANDER TEBAL,1,1
KUNINGAN KOMPOR,2,1
TATAKAN KOMPOR KAKI 4,3,1
TEROMPET,4,2
KIPAS TANGAN GRADASI,5,1
MAINAN TRACK RACING 2461,7,1
HANDUK DEWASA,8,1
DINGKLIK LION STAR,1,1
KERANJANG PAJERO WARNA,1,1
EMBER 20 SJP HITAM,2,1
TEMPAT PENSIL CAS 3233,1,1
TEMPAT PENSIL CAS 2218,2,1
SIKAT CUCI BAJU,3,1
SIKAT BAJU GAGANG,4,1
sarung tangan cendol,5,1
KERTAS KADO,6,1
RAK PIRING RPK 2SSN,1,1
KUNINGAN KOMPOR,2,1
BANTAL SOVA,1,1
TABLET LCD,1,1
SAMBUNGAN KRAN,2,1
KARPET SPONS MURAH,1,1
SPREI LADY ROSE 180x20,1,1
LEMARI GALVANIS 3P JUMBO,2,1
MAINAN ICE CREAM KCL,1,1
MAINAN MOBIL KGP 69,2,1
POP LIGHT,1,3
TEMPAT PENSIL CAS 3233,2,1
BUKU GAMBAR,3,1
CRAYON SET 208,1,1
SANDAL SIMIQI,1,1
MAINAN DOKTER IDOLA MD01,2,1
MINYAK KITA 1L,1,2
HANGER KAWAT WARNA,1,1
HANGER ATUM PITA,2,1
KASUR GANDER TEBAL,1,1
KASUR GANDER TEBAL,1,1
MAINAN KERETA RELL,2,1
HANDUK MICRO FIBER,3,1
MAINAN PISTOL HITAM,1,1
KANEBO FIT,2,1
PERETAN SERBAGUNA,3,1
SPONS MANDI,4,1
SELIMUT DEWASA,5,1
BUCKET MILK TEA 10L,1,1
PIRING 2 WARNA,1,1
PEL PELAN VINODA,1,2
KERANJANG PAJERO WARNA,2,1
SAPU SENAR,1,1
KIPAS WELHOME BERDIRI 1681,2,1
KARPET SPONS MURAH,3,1
KURSI ANAK SENDERAN,4,2
KERANJANG PAJERO WARNA,5,1
MINYAK KITA 1L,1,2
LUNCH BOX MIYAKO,2,1
MANGKOK CANTIK SOVENIR,1,10
MAINAN KASIR LK 1,1,1
BATU ABC KECIL,2,4
RAK ACTIV 4SSN,1,1
RAK SUSUN LIBRA,1,1
GIGITAN BAYI,2,1
HANDUK BULU KARANG,1,1
RAK CHIKI/SNACK JUMBO,2,1
MAGIC MOP,1,1
SPRING BED BIGDREAM 160,2,1
JAM DINDING OGANA JUMBO,3,1
SEMPOA 307,4,1
TEMPAT TISU KOTAK PANJANG,1,2
SANDAL BATLE,2,1
MAINAN MOBIL REMOT TOP SPEEED,3,1
LEMARI LS2P KACA,1,1
STAN HANGER TOPI,2,1
TIMBANGAN BADAN VINODA,1,1
MAGIC MOP,1,1
LEMARI TABITHA 4 SUSUN,1,1
BOLA GAMBAR,2,1
SARUNG GAJAH UNGGUL,1,1
LEMARI ALUMINIUM 3P WAJIK,1,1
LEMARI ALUMINIUM 3P FULL KACA,1,1
LEMARI LS2P KACA,1,1
MEJA BELAJAR IMPORT POLOS,1,1
MUKENA DEWASA POLKADOT,1,1
MAINAN DOKTER IDOLA MD01,1,1
GELAS PLASTIK AYAM JAGO JUMBO,1,1
HANDUK MERAH PUTIH UK70,2,1
MAINAN SEPEDA V05,3,1
MAINAN THOMAS,4,1
BATU ABC KECIL,5,5
BLENDER OMEGA NATIONAL,1,1
MAINAN PISTOL LG 10,2,1
TOPRON,1,2
MASKER DUCKBIL HITAM,2,1
KAOS KAKI SPORT MANSOCK,1,5
BAK 23 HITAM,1,2
PAYUNG PELANGI JUMBO,2,1
RICE BUCKET 8.5L,1,1
LEMARI TABITHA 4 SUSUN,2,1
LEMARI LS2P KACA,3,1
KAOS KAKI SPORT MANSOCK,1,3
LEMARI TABITHA 4 SUSUN,1,1
JEMURAN POPOK 20 STIK,2,1
KAOS KAKI SPORT MANSOCK,1,1
KAOS KAKI SPORT MANSOCK,1,1
MAINAN PISTOL HITAM,2,1
KAOS KAKI SPORT MANSOCK,1,2
KAOS KAKI SPORT MANSOCK,1,1
KAOS KAKI SPORT MANSOCK,1,1
SENDOK SOUP LUCKY TANGGUNG,1,1
RAK AMAZING BY SHENAR,1,1
TOPLES NASTAR CAVEL,1,1
PERETAN SERBAGUNA,2,1
BUSA ROYAL 140x20,1,1
BANTAL/GULING KARAKTER,2,1
SPREI CALIFORNIA140X20,3,1
SARUNG BANTAL GULING VITO,4,1
RAK RSTK 4 SSN TABITHA,5,1
KARPET SPONS MURAH,6,1
HANDUK DEWASA,1,1
GUNTING TANGGUNG,2,1
KERANJANG PAJERO POLOS,1,6
LEMARI TABITHA 4 SUSUN,1,1
sabun cuci piring b-light,2,1
TOPLES TONAM,3,1
HANGER KAWAT WARNA,4,2
SETRIKA  COSMOS 4310N,1,1
MINYAK KITA 1L,2,1
STOP KONTAK 4 LUBANG,3,1
PANCI KUAH AXLO 22CM,1,1
SENDOK/GARPU BATIK,2,1
PIRING JAGO,3,1
KAOS KAKI SPORT MANSOCK,1,7
LEMARI TABITHA 4 SUSUN,1,1
LEMARI TABITHA 4 SUSUN,1,1
MAINAN PISTOL HITAM,2,1
SAJADAH GOKKUSAGI,1,14
MAINAN PISTOL 4770,2,6
TATAKAN KOMPOR KAKI 4,3,1
KAOS KAKI SPORT MANSOCK,4,1
OTOK OTOK,1,1
TREMOS LION STAR CORONA,1,1
RAK RSTK 4 SSN TABITHA,2,1
KOMPOR PORTABLE MYVO,1,1
TEKO SET JAGO,1,1
RAK COSMIC 4 SSN,1,1
SPREI HOMEMADE 120,2,1
MAINAN PISTOL HITAM,3,1
EMBER 30 HITAM SUSAN,1,1
TREMOS ELEPHANT,1,1
MUKENA DEWASA LILY,1,1
KAOS KAKI SPORT MANSOCK,1,1
KIPAS TORNADO 3IN1 NEW VIVA,1,1
TOPLES KACA 700ML,1,1
MINYAK KITA 1L,1,2
STAN HANGER TOPI,1,1
KAOS KAKI SPORT MANSOCK,2,8
KASUR GANDER TEBAL,1,1
BUSA ROYAL 120x20,1,1
MAINAN SKUTER PINK PONI,2,1
MINYAK KITA 1L,3,2
sabun cuci piring b-light,4,1
RACUN TIKUS,5,2
KIPAS DINDING WELHOME 1663E,1,1
KARPET SPONS MURAH,1,1
MAGIC MOP,1,1
LEMARI TABITHA 4 SUSUN,1,1
BUKU GAMBAR,2,1
PITCHER TROPICANA,1,1
TEAPOT WARNA,2,1
GELAS RT KEMBANG,3,1
KERTAS KADO,4,3
KOMPOR PORTABLE MYVO,1,1
PANGGANGAN KOTAK,2,2
TAPLAK KULKAS,1,1
SELIMUT LOVELLA 180X200,2,1
SPREI CALIFORNIA140X20,3,1
LEMARI PIRING GALVANIS,1,1
TEMPAT SAMPAH KARAKTER,2,1
sabun cuci piring b-light,1,2
KESED CENDOL,2,1
TEMPAT SENDOK JAGO,3,1
KAOS KAKI SPORT MANSOCK,1,1
RAK AMAZING BY SHENAR,1,1
BUKU VISION ISI 58,2,1
LEMARI TABITHA 4 SUSUN,1,1
BUSA ROYAL 160x30,1,1
SPREI WATERPROOF 180,2,1
KAPSTOK WARNA,3,1
HANGER KAWAT WARNA,1,2
KERANJANG PAJERO POLOS,1,1
PANGGANGAN KOTAK,1,1
KUDA NEW,1,1
"RICE BUCKET 10,5L",1,1
HANGER KAWAT WARNA,1,2
MINYAK KITA 1L,1,1
MANTEL PONCO NEW VEGA,1,1
PEL PELAN VINODA,2,2
NAMPAN 4 SEDENG,1,1
MINYAK KITA 1L,1,2
SERBET/LAP PIRING,1,1
MAINAN KASIR LK 1,2,1
MAGIC MOP,3,1
PANCI SUSU PLUS 18,4,1
HANDUK DEWASA,1,1
CETAKAN PUKIS SUGGO,2,1
KERANJANG PAJERO WARNA,1,2
KURSI NAPOLY 101,1,1
LEMARI LS2P KACA,2,1
SARINGAN TEH TANGGUNG,1,1
TOPLES KACA 700ML,2,1
PEL PELAN NAGOYA,3,1
MANTEL PONCO NEW VEGA,1,1
TREMOS SOLARIS LION STAR,1,1
MANGKOK CANTIK SOVENIR,1,10
CRAYON SET 208,1,1
KAOS KAKI SPORT MANSOCK,1,2
KAOS KAKI SPORT MANSOCK,1,5
KAOS KAKI SPORT MANSOCK,1,5
LEMARI SERBAGUNA GALVANIS 3P,1,1
CLUNNY SET,2,3
BOTOL KACA LUCKYDAY,3,7
KERTAS KADO,4,5
KAOS KAKI SPORT MANSOCK,1,2
KIPAS WELHOME BERDIRI 1888,2,1
TIMBANGAN  DIGITAL GSF,1,1
KAOS KAKI SPORT MANSOCK,2,5
MASKER DUCKBIL HITAM,1,2
MAINAN YOYO PUTAR,2,1
GUNTING KUKU BESAR,3,1
TAPLAK KULKAS,4,1
KAOS KAKI SPORT MANSOCK,1,4
TREMOS ELEPHANT,1,1
MAINAN XYLUPHONE AU01,1,1
MAINAN MOBIL KGP 69,1,1
PENGHAPUS,2,1
MINYAK KITA 1L,1,1
SEROK JUMBO,1,1
PANGGANGAN KAWAT UK TANGGUNG,1,1
TEMPAT DONAT PUTIH,1,1
WATER PUMP GALON,1,1
KAOS KAKI SPORT MANSOCK,2,5
TAPLAK MEJA EMAS,1,1
PENGHAPUS,1,3
BOTOL RUSA TALI PANJANG,2,1
KAOS KAKI SPORT MANSOCK,1,6
KAOS KAKI SPORT MANSOCK,1,3
PEL PELAN VINODA,2,1
KASUR GANDER TEBAL,1,1
MANTEL CERIA,2,1
"OILPOTS STAINLESS 1,3L",3,1
MINYAK KITA 1L,4,1
KAOS KAKI SPORT MANSOCK,1,3
KAOS KAKI SPORT MANSOCK,1,3
MAINAN YOYO PUTAR,2,2
POMPA GALON ELEKTRIK GSF,1,1
TREMOS ELEPHANT,2,1
RAKET NYAMUK KAWACHI,3,1
HOOK 3in1 dinding,4,1
MAGIC HOOK,5,3
KAOS KAKI SPORT MANSOCK,1,1
sabun cuci piring b-light,1,2
KAOS KAKI SPORT MANSOCK,2,1
KAOS KAKI SPORT MANSOCK,1,3
PEL PELAN GSF,2,1
KAOS KAKI SPORT MANSOCK,1,13
KOMPOR PORTABLE MYVO,1,1
KAOS KAKI SPORT MANSOCK,1,1
KANEBO INNOVA KCL,1,1
DALEMAN MAGICOM,1,1
MAINAN PISTOL HITAM,1,1
KUDA NEW,1,1
KAOS KAKI SPORT MANSOCK,1,1
KAOS KAKI SPORT MANSOCK,1,3
KAOS KAKI SPORT MANSOCK,1,3
KAOS KAKI SPORT MANSOCK,1,2
KAOS KAKI SPORT MANSOCK,1,3
KOMPOR PORTABLE MYVO,1,1
PANGGANGAN KOTAK,2,1
KORESAN/SERUTAN PENSIL,3,3
MAINAN MOBIL KGP 69,1,1
KELAMBU GANTUNG,1,2
BONEKA BARBIE 9916A,1,1
TOPLES 16L,1,1
HANDUK DEWASA JUMBO,2,1
PRESTO HCML 8 L,1,1
MATRAS BAYI DACHI TUSIL,1,1
PEMBATAS KERTAS,1,1
PANCI GORENG SERBAGUNA GSF,1,1
sabun cuci piring b-light,2,1
SANDAL SWALLOW BSR,3,1
PAYUNG 16 JARI,1,1
CANGKIR SET 4 ROSES,2,1
KERANJANG BAJU PAMELA,1,1
KOPER POLO 24 INCH,1,1
LEMARI SEPATU 5 SAP ALUMINIUM,1,1
RAK PIRING STAINLES 2 SSN,1,1
SUPER BUBLE,1,1
MAINAN LAMPU STIK,2,1
BAK MANDI BAYI,1,1
MINYAK KITA 1L,1,2
PANGGANGAN KAWAT UK TANGGUNG,1,2
MAINAN TRACK RACING 2461,1,1
KESED INDAH,2,1
TOPRON,1,1
MAWAR LAUNDRY REFILL,2,1
TAPLAK MEJA MAKAN,3,1
BOTOL RUSA TALI PANJANG,4,1
KAOS KAKI SPORT MANSOCK,1,1
MAINAN BEBEK TARIK,1,1
TEMPAT SENDOK OSAKA,1,1
KAOS KAKI SPORT MANSOCK,1,1
KOK,2,1
CELENGAN SIZE S,1,1
RAK RSTK OYAMA,1,1
JEMURAN JUMBO STENLIS,1,1
KAOS KAKI SPORT MANSOCK,1,1
BLENDER PORTABLE,1,1
JEPITAN BAJU WADAH,2,1
RICE BUCKET 8.5L,1,1
KAOS KAKI SPORT MANSOCK,1,1
KAOS KAKI SPORT MANSOCK,1,1
KUDA NEW,1,1
MAINAN GEROBAK ICE KGP19,2,1
KAOS KAKI SPORT MANSOCK,1,1
SAMBUNGAN KRAN,2,1
KURSI NAPOLY 101,1,1
TERMOS KOPI,1,1
KOLAM RENANG 1.47CM,1,1
PANCI SUSU TUTUP 16,2,1
KAOS KAKI SPORT MANSOCK,1,1
PANGGANGAN OMICKO BULAT,1,1
HURUF FU 1135,2,1
PANGGANGAN GRILL BY LGI,1,1
KOMPOR PORTABLE MYVO,2,1
TEAPOT WARNA,3,1
HANDUK DEWASA,4,1
EMBER 23 REDHOUSE,1,1
BOTOL MINUM ANAK SEDOTAN,1,1
KOPER 24'',1,1
TREMOS ELEPHANT,2,1
SERBET/LAP PIRING,1,1
HANDUK KARAKTER JUMBO,2,1
TEMPAT SAMPAH KARAKTER,1,1
"OILPOTS STAINLESS 1,3L",2,1
HANDUK DEWASA,1,1
KAOS KAKI SPORT MANSOCK,1,1
KUDA NEW,1,1
WAJAN UK 24,1,1
PRESTO GSF 26CM,1,1
HANDUK MERAH PUTIH UK70,2,2
HANDUK DEWASA JUMBO,3,1
HANDUK MERAH PUTIH UK60,1,1
KERTAS KADO,1,1
EMBER WARNA UNION,1,1
TEMPAT DONAT WARNA,2,1
TEMPAT SABUN PASIFIK,1,1
CELENGAN SIZE M,2,2
PIRING PLASTIK JAGO 6PCS,3,1
SPRINGBED BIGLAND 160,1,1
SPREI WATERPROOF 180,2,1
LEMARI GALVANIS PLUS MEJA RIAS,1,1
CRAYON SET 208,1,1
MANGKOK CANTIK SOVENIR,1,1
TEFLON GSF 22CM,1,1
"OILPOTS STAINLESS 1,3L",1,2
TEAPOT WARNA,1,1
TIMBANGAN GSF 2OKG,1,1
KERANJANG PAJERO POLOS,1,1
MAINAN DISPENSER DUS,1,2
MASKER DUCKBIL HITAM,1,1
sabun cuci piring b-light,1,3
SERBET/LAP PIRING,2,1
PAYUNG 16 JARI,3,1
MAGICOM COSMOS CRJ-6305,1,1
MANGKOK CANTIK SOVENIR,1,10
MANTEL PLASTIK JAKET CELANA,1,2
SPREI LADY ROSE 180x20,1,1
PANCI KUAH AXLO 22CM,2,1
RICE BUCKET 14L,3,1
KAPSTOK JEMPOL 6 KAIT,1,2
KASUR LANTAI PALEMBANG,2,2
KERANJANG SAMPAH FORTUNA,3,2
MAINAN KITCHEN MK 14,1,1
HANDUK MICRO FIBER,1,1
RACUN TIKUS,1,25
KESED CENDOL,2,1
KAPSTOK NAGAMAS 8 KAIT,1,1
KASUR GANDER TEBAL,1,1
TEMPAT PENSIL 6619,1,1
BUKU GAMBAR,2,1
SENDOK/GARPU BATIK,1,2
TEMPAT DONAT PUTIH,1,2
MAGIC MOP,1,1
KLEM SLANG,1,2
TOPLES KACA 700ML,2,1
TEFLON MAXIM 24,1,1
KUDA NEW,1,1
BANTAL/GULING MAHKOTA MERAH,1,2
"OILPOTS STAINLESS 1,3L",2,1
HAIR DRYER NOVA,3,1
BUSA LIPAT UK 80,1,1
BANTAL/GULING KARAKTER,2,1
BASKOM OVJ,1,13
KIPAS DINDING WELHOME 1663E,1,1
HURUF FU 1135,2,1
KOPER 24'',1,1
"RICE BUCKET 10,5L",1,1
TIMBANGAN BADAN KECIL,1,1
JAM DINDING 5002 TEA POT,2,1
SAMBUNGAN KRAN,3,1
PANCI KUAH AXLO 22CM,4,1
BUKU GAMBAR,5,1
BEDCOVER HAWAII,1,1
BOTOL RUSA TALI PANJANG,3,1
GIGITAN BAYI,4,1
KAOS KAKI SPORT MANSOCK,1,4
PAYUNG PELANGI DAGANG,1,1
PANCI DANDANG 18CM,2,1
LEM TEMBAK PISTOL MINI,3,1
KERANJANG PAJERO POLOS,1,2
MAINAN XYLUPHONE AU01,1,1
TEKO RIGOLETO 3L,2,1
TEROMPET,3,1
RAK PIRING STAINLES 2 SSN,1,1
MAGIC MOP,1,1
BOTOL MINUM 750ML SL,2,1
TEROMPET,3,1
BLENDER KAPSUL,1,1
TAPLAK MEJA EMAS,1,1
KURSI JATI FINISHING MELING,2,1
TIKAR ELRESAS,1,3
RICE BUCKET 8.5L,1,2
PANCI SUSU PLUS 18,2,1
LAMPU AJAIB LUBY 12W,1,1
KOMPOR MIYAKO 202 SE,2,1
LAMPU LEED 5 WATT,3,1
KLEM SLANG,1,2
"OILPOTS STAINLESS 1,3L",1,1
REGULATOR WELHOME,2,1
BLENDER OMEGA NATIONAL,3,1
STOP KONTAK 5 LUBANG,1,1
GUNTING KUKU BESAR,1,1
HANDUK DEWASA,1,1
MANTEL HARMONY JAKET CELANA,2,1
TIKAR ELRESAS,3,1
SPREI CALIFORNIA140X20,1,1
HANDUK DEWASA,2,1
SERBET/LAP PIRING,3,1
TREMOS ELEPHANT,4,1
EMBER 18 ASIAN SUSAN,5,1
SIKAT WC MIKADO,1,1
HANDUK DEWASA,1,1
SIKAT WC MIKADO,2,1
HANDUK MICRO FIBER,1,2
RAK COSMIC 4 SSN,2,1
SUPER BUBLE,1,1
PAYUNG 16 JARI,2,1
TREMOS ELEPHANT,1,1
LAMBAR KACA,1,1
GELAS CANTEL KOPI,2,1
HANDUK MERAH PUTIH UK60,3,1
SANDAL SIMIQI,4,1
JAM DINDING OGANA JUMBO,5,1
SAJADAH TRAVEL JUMBO,6,1
SARUNG BANTAL GULING LADY ROSE,7,1
MAGICOM MIYAKO 838,8,1
PIRING ROTAN PLASTIK,9,1
TEMPAT PENSIL CAS 2218,10,1
KERTAS KADO,11,1
"OILPOTS STAINLESS 1,3L",1,1
TOPLES KACA 700ML,1,1
MAINAN BAYI MANDI,2,1
EMBER 45 TOSCA NEW,3,2
VALUE SET LAZIO,1,2
LAMPU 15 W,2,1
RAK TV,3,1
RAK PIRING MASTER,4,1
MASKER DUCKBIL WARNA WARNI,1,1
MASKER DUCKBIL HITAM,2,1
MEJA SETRIKA BERDIRI,1,2
PIRING JAGO,2,1
TOPLES KACA 700ML,1,1
KOMPOR WH TANAM 3 TUNGKU,2,1
PANCI EAGLE 30 SARANGAN,1,1
MOBIL MONSTER TARIK,1,1
CANGKIR SET 4 ROSES,2,1
CANGKIR SET 4 ROSES,1,1
TEMPAT SAMPAH SENORITA KECIL,1,1
TREMOS INDOGLASS 500ML,1,1
MAINAN DISPENSER DUS,2,1
CATOKAN MINI,1,1
KAOS KAKI SPORT MANSOCK,1,10
TEMPAT SAMPAH KARAKTER,1,1
MASKER DUCKBIL HITAM,2,1
JAM DINDING ANGKA,3,1
HANGER KAWAT WARNA,1,2
KAOS KAKI SPORT MANSOCK,1,2
TREMOS ELEPHANT,1,2
PANCI KUAH ENAMEL 22 GSF,2,1
GELAS SOP BUAH,3,1
PENUTUP MAKANAN SILICONE,1,2
KAOS KAKI SPORT MANSOCK,1,2
MAGIC MOP,1,1
VALUE SET LAZIO,2,1
KAOS KAKI SPORT MANSOCK,3,20
JEPITAN BAJU WADAH,1,1
MULTIGRILL PAN HAPPYFUN,1,1
"RICE BUCKET 10,5L",2,1
KAOS KAKI SPORT MANSOCK,1,1
CRAYON SET 208,1,1
RAK AMAZING BY SHENAR,1,1
BIGSTAND HANGER,2,1
SERBET/LAP PIRING,1,5
KAOS KAKI SPORT MANSOCK,1,2
MINYAK KITA 1L,1,1
MEJA SETRIKA BERDIRI,1,1
KUDA NEW,1,1
KAOS KAKI SPORT MANSOCK,2,3
KAOS KAKI SPORT MANSOCK,1,3
BATANG KORDEN 2M,2,1
MAINAN KITCHEN MK 14,3,1
BOTOL RUSA TALI PANJANG,4,1
KAOS KAKI SPORT MANSOCK,1,15
KERTAS KADO,1,5
RAK PIRING STAINLES 2 SSN,2,1
TOPLES TONAM,3,1
PANCI SIOMAY 2 SSN,4,1
SANDAL REMATIK,5,1
BOTOL ENJOYLIFE,1,1
KAOS KAKI SPORT MANSOCK,2,2
KAOS KAKI SPORT MANSOCK,1,2
KERANJANG PAJERO POLOS,2,1
KAOS KAKI SPORT MANSOCK,1,2
RICE BUCKET 8.5L,1,1
LAMBAR KACA,2,1
BONCENGAN ROTAN TANPA LILITAN,1,1
KIPAS DINDING WELHOME 1663E,1,1
MAGIC MOP,1,1
PAYUNG 16 JARI,1,1
BOTOL RUSA TALI PANJANG,1,1
TEMPAT TISU KOTAK PANJANG,2,1
VALUE SET LAZIO,3,1
RAK KOSMETIK GSF,4,1
SARUNG BANTAL GULING LADY ROSE,5,1
MEJA SETRIKA BERDIRI,1,1
TEAPOT SARINGAN,1,2
KERTAS KADO,2,2
SUPER BUBLE,3,1
MEJA SETRIKA BERDIRI,1,1
MAINAN KASIR LK 1,2,1
BATRAI MAXWATT,3,4
BONEKA BARBIE 048-1F,4,1
RICE BUCKET 8.5L,1,1
BIGSTAND HANGER,1,1
TIKAR ELRESAS,2,1
MAINAN TELEPHONE DUDUK BARBIE,1,1
KERTAS KADO,2,2
KAOS KAKI SPORT MANSOCK,1,30
LEMARI FAWSLINE 3 SUSUN,1,1
MAGIC SPON,1,1
