Item,Transaction,Kuantitas
TOPLES NASTAR CAVEL,1,3
WALLPAPER DAPUR 5M,1,1
WALLPAPER DINDING,2,1
KOMPOR RINNAI 522A,1,1
WAJAN WARNA GSF,2,1
SANDAL SWALLOW SERI,1,1
KERANJANG PAJERO WARNA,1,1
GELAS TIFFANY,2,1
MAINAN TRUK ST 2026,3,5
GELAS MUG TTP 1 WARNA,4,1
PAYUNG 16 JARI,1,1
KALIGRAFI 3IN1,2,1
SIKAT BAJU GAGANG,1,1
KERANJANG PAJERO WARNA,1,1
MASKER DUCKBIL HITAM,1,1
BOTOL MINUM BALING & BUNNY,2,1
MASKER DUCKBIL HITAM,1,1
SARUNG BUSA 160x20,1,1
KERANJANG PAJERO WARNA,2,1
WAJAN WARNA GSF,3,1
JIPANG,4,1
KIPAS DINDING WELHOME 1663E,1,2
KALIGRAFI 3IN1,1,3
SPRITE/FANTA/COLA,2,2
TAS PERALATAN KM,3,1
MAINAN TARIK,4,1
TUDUNG SAJI WARNA,5,1
KERANJANG PAJERO WARNA,1,2
SPRITE/FANTA/COLA,2,1
MASKER DUCKBIL HITAM,3,1
SAMBUNGAN KRAN,1,1
SPRITE/FANTA/COLA,2,2
SPRINGBED BIGDREAM 180,3,1
KERANJANG PAJERO WARNA,1,1
STIKER MOMO,1,1
TOBELO COKLAT GOLDEN BALLS,2,1
TREMOS ELEPHANT,1,1
SIRUP ABC DUS,2,1
GELAS JUS PORTO,3,1
PANCI KUAH AXLO 22CM,4,1
TUDUNG SAJI WARNA,1,2
PISAU SULTAN,2,1
PANCI EAGLE 20 SARANGAN,1,1
MASKER DUCKBIL HITAM,1,1
SPREI ILLUSION 160,1,1
SPRINGBED VALENCIA,1,1
BOTOL HYDRO LIONSTAR,2,1
JIPANG,1,2
GERY EGG ROLL,1,1
TIMBANGAN DIGITAL AXLO 40KG,1,1
KIPAS MEJA KARAKTER WELHOME,1,1
TUDUNG SAJI WARNA,2,1
KARPET SPONS MURAH,1,1
SIRUP ABC DUS,1,1
SIRUP ABC DUS,1,5
KESED 5D DIATOMITE,1,2
JIPANG 1 BALL,1,1
TAPLAK MEJA MAKAN,1,1
BAK HITAM 28 SJP,2,1
TALENAN,1,1
WALLPAPER DINDING,1,1
MAGICOM COSMOS 9308,1,1
RAK RSTK OYAMA,2,1
LEMARI LS2P NON KACA,3,1
SAMPAH INJAK,4,1
LOYANG ROTI 3PCS,5,1
PANCI SET 4 HAPPYFUN,6,1
KERANJANG SAMPAH FORTUNA,1,2
KAPSTOK WARNA,2,1
KERANJANG PAJERO WARNA,3,1
KIPAS DINDING WELHOME 1663E,1,1
GELAS JUS PORTO,1,1
PISAU SULTAN,2,1
BOX CB 75,1,1
TALENAN KAYU KCL,2,1
SUMPIA UDANG,3,1
SAPU DUK BINTANG,4,1
TOBELO COKLAT GOLDEN BALLS,1,1
TREMOS SOLARIS LION STAR,2,1
TREMOS INDOGLASS 1000ML,3,1
TOPLES PUZZLE SET,4,2
TALENAN KAYU KCL,5,2
SIOMAY,6,1
PISANG COKLAT,7,1
KIPAS WELHOME BERDIRI 1681,1,1
WAJAN WARNA GSF,2,1
TOPRON,3,2
MAINAN TELEPHONE DUDUK BARBIE,1,2
PRESTO GSF 26CM,2,1
CANGKIR SET BROWN,3,1
PLATINUM,1,2
KURMA AL QASEEM,2,1
KOMPOR PORTABLE MYVO,1,1
TEFLON MAXIM 26,2,1
SIOMAY 200 GRAM,3,2
MAWAR LAUNDRY REFILL,4,2
KURMA AL QASEEM,5,1
JIPANG,6,1
PIRING DINASTY KUPU 8,1,1
SAPU LIDI PRING BULAT,2,1
BANTAL/GULING MAHKOTA MERAH,1,2
KERANJANG PAJERO WARNA,1,1
CELENGAN SIZE M,2,3
KIPAS WELHOME BERDIRI 1681,1,5
KIPAS DINDING WELHOME 1663E,2,2
LEM DEXTON BOTOL,3,3
MANTEL ELMONDO ANAK,4,3
ROYAL FOAM KAIN ZAKAT,5,2
RODA KAKI KULKAS,1,1
RAK SEPATU PORTABLE GENEVA 5SN,1,1
KERANJANG PAJERO WARNA,2,1
JEMURAN ALUMINIUM STANDART WARNA,3,1
KERANJANG SAMPAH FORTUNA,4,1
SENDOK/GARPU BATIK,5,2
SIRUP ABC DUS,6,1
HANDUK MERAH PUTIH UK60,7,1
SPRINGBED VALENCIA,8,2
PRESTO GSF 26CM,1,1
LEM DEXTON BOTOL,1,2
CELENGAN SIZE XL,2,1
TREMOS ELEPHANT,1,1
KERANJANG PAJERO WARNA,1,2
JIPANG,2,1
TOBELO COKLAT GOLDEN BALLS,3,1
TALENAN KAYU KCL,1,1
BOTOL KACA KAKTUS,2,1
BELLAROSA BERKAH,1,1
MAWAR LAUNDRY REFILL,1,1
KERANJANG SAMPAH FORTUNA,2,1
HANDUK MERAH PUTIH UK60,3,1
NAMPAN 4 SEDENG,1,1
CANGKIR LEPEK 2 WARNA,1,1
PANCI SET 4 HAPPYFUN,1,1
RAK SEPATU PORTABLE GENEVA 5SN,2,1
HANDUK MERAH PUTIH UK60,1,1
CELENGAN SIZE XL,2,1
PANCI SET 4 HAPPYFUN,3,1
TEMPAT TISU KOTAK PANJANG,1,1
KIPAS MEJA KARAKTER WELHOME,1,1
BANTAL/GULING MAHKOTA MERAH,2,2
BANTAL/GULING MAHKOTA HITAM,3,2
BANTAL CINTA,4,1
KERANJANG SAMPAH FORTUNA,5,2
SPREI HOME UK 160 & 180,6,1
JEMURAN ALUMINIUM STANDART WARNA,7,2
KAPSTOK NAGAMAS 8 KAIT,8,1
SIKAT BAJU GAGANG,9,1
PEL PELAN NAGOYA,10,1
TIMBANGAN GSF 2OKG,1,1
KIPAS MEJA KARAKTER WELHOME,1,1
BANTAL GULING CANON,1,2
SPREI HOME UK 160 & 180,2,1
HANDUK MERAH PUTIH UK60,3,1
BAK HITAM 28 SJP,4,1
LEMARI ACTIV 3P ZIGZAG,5,1
TIKAR ISTANA JUMBO,6,1
SIKAT BAJU GAGANG,1,1
BANTAL/GULING MAHKOTA HITAM,2,2
LEMARI SERBAGUNA GALVANIS 3P,3,1
PLAYMATE BAYI,4,1
PIRING ROTAN PLASTIK,1,2
CELENGAN SIZE XL,2,1
CELENGAN SIZE M,3,1
KERANJANG PAJERO WARNA,4,1
JEMURAN HANDUK VINODA,5,1
KARPET SPONS MURAH,6,1
STIKER MOMO,7,1
KACANG KORO UK BSR,8,1
HANDUK MERAH PUTIH UK60,1,3
SIRUP ABC DUS,1,2
BOTOL KACA KAKTUS,1,1
SPRITE/FANTA/COLA,1,12
PERETAN SERBAGUNA,1,1
KIPAS TANGAN GRADASI,1,1
SETRIKA MASPION HA 110,2,1
MANTEL ELMONDO ANAK,1,1
BELLAROSA BERKAH,1,3
PLATINUM,2,2
BUCKET MILKTEA 12L,3,1
BUCKET MILKTEA 12L,1,1
SENDOK/GARPU BATIK,2,1
CELENGAN SIZE M,3,2
LEM DEXTON BOTOL,1,1
PAYUNG 16 JARI,1,1
TREMOS ELEPHANT,1,1
KIPAS TANGAN GRADASI,1,19
KIPAS WELHOME BERDIRI 1681,1,1
TAS PERALATAN KM,1,1
PANGGANGAN PORTABEL,2,1
BAK HITAM 28 SJP,3,2
MILK POT UK16,4,1
RACUN TIKUS,5,2
"OILPOTS STAINLESS 1,3L",1,1
BAJU BAYI PENDEK,2,1
TOPLES PUZZLE SET,1,1
STIKER MOMO,2,1
"OILPOTS STAINLESS 1,3L",3,1
RODA KAKI KULKAS,2,1
TIMBANGAN DIGITAL AXLO 40KG,3,1
MAINAN TARIK,4,1
TOPLES NASTAR CAVEL,1,3
TREMOS INDOGLASS 1000ML,1,1
RAK ACTIV 4SSN,1,1
RAK ACTIV 3SSN,2,1
KURSI KARET BUSA,3,1
WATER HEATERMATRIX,4,1
BUCKET MILKTEA 12L,5,1
PRESTO GSF 26CM,6,2
SPREI ILLUSION 160,7,1
KERANJANG BASKET LAUNDRY 3SSN,8,1
PERASAN JERUK STENLIS,9,1
KAPSTOK NAGAMAS 8 KAIT,10,1
STIKER MOMO,11,1
KACANG KORO UK BSR,12,2
RAK SEPATU PORTABLE GENEVA 5SN,13,1
RAK BUKU GSF,14,1
BELLAROSA COKLAT DREAM,15,1
KERANJANG SAMPAH FORTUNA,16,2
TALENAN KAYU KCL,17,4
GEMBOR 9L,18,1
SIOMAY,19,1
SPRITE/FANTA/COLA,20,12
BOTOL MINUM BALING & BUNNY,1,1
BOTOL KACA KAKTUS,1,1
BOTOL MINUM BALING & BUNNY,1,1
SELIMUT KARAKTER ANAK,1,1
CELENGAN SIZE XL,1,1
JAM VINODA JUMBO,1,1
MASKER DUCKBIL PUTIH,2,1
RAK BUKU GSF,3,1
SIKAT CUCI BAJU,1,2
TEKO SIUL MASPION 24,1,1
TOPLES NASTAR CAVEL,1,1
JIPANG,2,1
KARPET SPONS MURAH,3,1
CANGKIR LEPEK ROSE,1,1
BANTAL GULING CANON,1,3
MAINAN MOBIL POLISI GGC,2,1
SENDOK/GARPU BATIK,3,1
PRESTO GSF 26CM,4,1
KERANJANG SAMPAH FORTUNA,1,2
KERANJANG SAMPAH FORTUNA,1,2
TREMOS ELEPHANT,1,1
KARPET SPONS MURAH,2,2
BOTOL HYDRO LIONSTAR,3,1
AGAR INACO SET KILO,1,1
SALEH PISANG,2,1
SARUNG BUSA 140X20,1,1
PANCI MILKPAN ANDORA,2,1
BOX CB 75,1,1
PANCI SET 4 HAPPYFUN,2,1
LEMARI LS2P KACA,3,1
PERETAN SERBAGUNA,1,1
TREMOS INDOGLASS 750ML,2,1
BATRAI ABC SEDENG,3,1
MASKER DUCKBIL PUTIH,1,1
MANTEL ELMONDO ANAK,1,1
MASKER DUCKBIL PUTIH,2,1
KIPAS WELHOME BERDIRI 1681,3,1
SARUNG BUSA 160x20,1,1
SELIMUT KARAKTER ANAK,2,2
BUSA ROYAL 160x20,3,1
SENDOK/GARPU BATIK,4,1
TAPLAK MEJA MAKAN,1,1
GELAS JUS PORTO,1,1
MASKER DUCKBIL PUTIH,2,2
PIRING 2 WARNA,3,1
TREMOS ELEPHANT,4,1
TOPLES PUZZLE SET,1,1
JEMURAN ALUMINIUM STANDART WARNA,2,1
SENDOK/GARPU BATIK,3,1
BONCENGAN ROTAN TANPA LILITAN,1,1
SARUNG WADIMOR,1,10
TOPRON,1,1
BATANG KORDEN 1M,2,2
BANTAL GULING CANON,1,2
BANTAL/GULING MAHKOTA MERAH,2,1
BANTAL/GULING MAHKOTA HITAM,3,1
PANCI BIASA 20CM,4,1
SANDAL SIMIQI,5,2
KERANJANG SAMPAH FORTUNA,6,1
SUMPIA UDANG,7,2
PLAYMATE  EXCLUSIVE,8,3
BANTAL/GULING MAHKOTA HITAM,1,3
BANTAL/GULING MAHKOTA MERAH,2,2
BAD COVER BONITA 180X200,3,1
MONDE SUSU CHOCOCHIPS,1,1
JIPANG,2,2
UNTIR-UNTIR,3,1
SIOMAY 200 GRAM,4,2
COOKWARE SET 13PCS,5,1
KERTAS KADO,6,4
TREMOS SOLARIS LION STAR,7,1
BAK HITAM 28 SJP,8,1
CANGKIR LEPEK 2 WARNA,1,1
DOUBLE PAN HAPPY CALL,2,2
KIPAS WELHOME BERDIRI 1681,1,1
"OILPOTS STAINLESS 1,3L",2,1
PISAU STENLIS BUAH,3,2
MASKER DUCKBIL PUTIH,1,5
SPREI HOME UK 160 & 180,1,1
SENDOK/GARPU BATIK,1,1
BANTAL GULING CANON,1,2
KORDEN SMOKRING,1,2
TREMOS ELEPHANT,1,1
SENDOK/GARPU BATIK,2,1
SIRUP ABC DUS,1,1
KIPAS MEJA KARAKTER WELHOME,1,1
SPRITE/FANTA/COLA,2,1
MASKER DUCKBIL PUTIH,1,1
BUCKET MILKTEA 12L,1,1
DOUBLE HANGER BY SHENAR,1,1
BOLA MANDI 25,2,1
SETRIKA OMICO,3,1
MAWAR LAUNDRY REFILL,4,1
TEMPAT TISU KOTAK PANJANG,1,1
RAK COSMIC 3SSN ABU,1,1
"OILPOTS STAINLESS 1,3L",2,1
TREMOS INDOGLASS 1000ML,3,1
WAJAN WARNA GSF,4,1
WAJAN KUPING ENAMEL,5,1
PISAU SULTAN,6,1
BUSA LIPAT UK 120,7,1
RAK COSMIC 3SSN ABU,1,1
TOPRON,2,1
PIRING ROTAN PLASTIK,3,3
RODA KAKI KULKAS,4,1
MAWAR LAUNDRY REFILL,5,1
RICE BUCKET 30L,1,1
JEMURAN POPOK 30  HOKIESTAR,2,1
SPRINGBED  BIGLAND,1,1
MAGICOM MIYAKO 528,1,1
KOMPOR JOS,1,1
SIRUP ABC DUS,2,1
CELANA KODOK BAYI,1,1
MANTEL JAKET CELANA TIKTOK,2,1
BLENDER MIYAKO BL 211,3,1
BOX CB 75,4,2
KERANJANG PAJERO WARNA,5,1
MAINAN MOBIL POLISI GGC,1,1
TREMOS INDOGLASS 1000ML,1,3
MEJA RIAS,1,1
LEMARI GMCC TIREX 3SSN,2,2
TEKO SET JAGO,1,1
TOPLES PUZZLE SET,1,1
JIPANG,2,1
KASUR LANTAI PALEMBANG,1,1
SPRINGBED VALENCIA,1,1
MASKER DUCKBIL PUTIH,1,1
"OILPOTS STAINLESS 1,3L",1,2
PANGGANGAN KOTAK,2,1
MASKER DUCKBIL PUTIH,1,1
BABY WALKER 89,1,1
GANTUNGAN 3 IN 1,1,1
JIPANG,2,1
JAM VINODA JUMBO,1,1
BLENDER OMEGA NATIONAL,2,1
BANGKU KECIL/DINGKLIK BULAT,3,2
SPIN MOP STENLIS BY SHENAR,1,1
JAM VINODA JUMBO,2,1
SEROK JUMBO,3,1
MANTEL ELMONDO ANAK,1,1
KARPET SPONS MURAH,1,2
SENDOK/GARPU BATIK,1,1
PISAU SULTAN,2,1
TOPRON,1,1
KERANJANG PAJERO WARNA,1,3
SPRINGBED VALENCIA,2,2
BOTOL HYDRO LIONSTAR,3,1
BOTOL HYDRO LIONSTAR,1,1
RODA KAKI KULKAS,1,1
TEFLON GSF 24CM,2,1
PERASAN JERUK STENLIS,3,1
KACANG KORO UK BSR,4,1
JEMURAN ALUMINIUM STANDART WARNA,5,1
SAMBUNGAN KRAN,6,1
TUDUNG SAJI WARNA,1,1
BATANG KORDEN 1M,2,1
TOPLES PUZZLE SET,1,2
MASKER DUCKBIL PUTIH,2,1
CUTER TRANSPARAN,3,1
SIKAT BAJU GAGANG,4,1
KERANJANG SAMPAH FORTUNA,5,1
KIPAS WELHOME BERDIRI 1681,6,1
KERANJANG PAJERO WARNA,1,2
KERANJANG SAMPAH FORTUNA,2,1
PAYUNG 16 JARI,3,1
SPRINGBED VALENCIA,4,1
EMBER 40L WARNA PAIL UKIR,5,1
JIPANG,6,2
SIOMAY 200 GRAM,7,2
BATAGOR MINI 200 GRAM,8,2
AGAR INACO SET KILO,9,2
TALENAN KAYU KCL,10,3
BATANG GORDEN NON ACC,1,1
KIPAS MEJA KARAKTER WELHOME,1,1
PISAU SET GSF,1,1
TALENAN KAYU KCL,2,1
TOPLES ODATE BUNGA,3,1
BANGKU KECIL/DINGKLIK BULAT,1,3
SPRITE/FANTA/COLA,1,5
JIPANG,2,3
SIOMAY 200 GRAM,3,3
TUDUNG SAJI WARNA,1,1
BONCENGAN ROTAN TANPA LILITAN,1,1
KERANJANG PAJERO WARNA,1,1
MASKER DUCKBIL PUTIH,2,1
BELLAROSA SIRUP LEBARAN,3,1
KERANJANG PAJERO WARNA,1,2
RANTANG GOLDEN,1,1
MAWAR LAUNDRY REFILL,2,1
LEMARI LS2P KACA,3,3
MANTEL JAKET CELANA TIKTOK,4,1
TREMOS SOLARIS LION STAR,5,1
MANKOK BOWL KACA 5 SSN,6,1
LAMPU LEED 5 WATT,7,1
SPONS MANDI,1,1
SAPU DUK BINTANG,1,1
KIPAS WELHOME BERDIRI 1681,1,1
BUSA INOAC 140*20,1,1
KOPER 20'',1,1
TOBELO COKLAT GOLDEN BALLS,1,1
LEMARI FAWSLINE 3 SUSUN,1,2
PRESTO GSF 26CM,1,1
LAMPU LEED 5 WATT,2,1
TALENAN,3,1
KACANG KORO UK BSR,1,3
UNTIR-UNTIR,2,1
SUMPIA UDANG,3,4
RICE BUCKET 30L,1,1
BUSA ROYAL 180x20,1,2
SPREI HOME UK 160 & 180,2,1
KERANJANG PAJERO WARNA,1,2
KASUR LANTAI PALEMBANG,1,1
BAK HITAM 28 SJP,1,1
TOPLES ODATE BUNGA,1,2
WAJAN KUPING ENAMEL,1,1
TEFLON GSF 24CM,2,1
JEMURAN HANDUK VINODA,3,1
JAM DINDING MOTIF LOVE,1,1
PIRING ROTAN PLASTIK,1,4
SIRUP ABC DUS,2,3
BOX EZ 30,1,2
MEJA SETRIKA DUDUK,2,1
KERANJANG PAJERO WARNA,3,1
TOPLES NASTAR CAVEL,1,1
TALENAN KAYU KCL,1,3
KIPAS WELHOME BERDIRI 1681,1,3
POMPA GALON ELEKTRIK GSF,1,1
KRIPIK KACA 130GR,1,1
TALENAN KAYU KCL,2,2
KURMA AL QASEEM,3,1
TOPLES NASTAR CAVEL,1,1
KERANJANG PAJERO WARNA,1,1
LEMARI LS2P KACA,1,2
MILK POT UK16,2,2
BUSA ROYAL 140x30,1,1
SPRINGBED BIGDREAM 180,1,1
PERASAN JERUK STENLIS,1,1
BEDCOVER HOMEMADE,1,1
KAPSTOK WARNA,2,1
BEDCOVER HAWAII,1,10
SUMPIA UDANG,1,3
JEMURAN ALUMINIUM STANDART WARNA,1,1
BOTOL MINUM 750ML SL,2,1
BEDCOVER HAWAII,1,3
SEBELAK PUTIH,2,5
KIPAS WELHOME BERDIRI 1681,1,1
TEAPOT SARINGAN,1,1
BATRAI ABC SEDENG,1,1
SIOMAY 200 GRAM,1,2
CERMIN SIZE XXL,1,1
SIOMAY 200 GRAM,2,1
SALEH PISANG KECIL,3,2
BANTAL GULING CANON,1,2
MASKER DUCKBIL PUTIH,1,1
LEMARI LS2P KACA,2,1
BOX EZ 130,1,1
MIE SEDAP,2,1
KAPSTOK WARNA,3,1
MAKARONI 125 GRAM,4,3
PRESTO GSF 26CM,1,1
BOTOL HYDRO LIONSTAR,2,1
JEMURAN ALUMINIUM STANDART WARNA,3,1
TALENAN KAYU KCL,4,1
SPRITE/FANTA/COLA,1,12
KIPAS DINDING WELHOME 1663E,1,1
LEMARI PLASTIK 4SSN NAPOLLY,1,1
SENDOK/GARPU BATIK,2,1
MASKER DUCKBIL PUTIH,3,1
BEDCOVER HAWAII,1,12
PENGKI SENG,1,1
CELENGAN SIZE M,1,1
SIRUP ABC DUS,1,5
BUCKET MILKTEA 12L,1,1
BEDCOVER HAWAII,2,1
PANCI SET 4 HAPPYFUN,1,1
CELANA KODOK BAYI,2,1
KERANJANG PAJERO WARNA,3,2
BANTAL GULING CANON,1,2
MASKER EARLOOP 3PLY,2,1
SPRINGBED VALENCIA,1,1
ceret plastik jago,2,1
MAWAR LAUNDRY REFILL,1,1
BOX CB 75,1,1
KERANJANG SAMPAH FORTUNA,2,1
BAK HITAM 28 SJP,3,1
SPREI HOME UK 160 & 180,1,1
PLAYMATE BAYI,1,1
BANTAL GULING CANON,1,2
GAYUNG JUMBO,1,1
JIPANG 1 BALL,2,1
BUSA ROYAL 160x20,1,1
MAINAN BAYI MANDI,2,1
KIPAS WELHOME BERDIRI 1681,3,1
TREMOS ELEPHANT,4,1
MANGKOK LUCKY COKLAT,5,1
KERANJANG PAJERO WARNA,1,1
RANTANG GOLDEN,2,1
MAINAN JEEP PUTIH,3,1
WALLPAPER DINDING,4,1
SENDOK/GARPU BATIK,5,1
RAK KOSMETIK GSF,1,1
LEMARI  4SSN BATIK NAPOLLY TANPA KACA,1,1
MAINAN TARIK,1,1
WAJAN WARNA GSF,1,1
CERMIN SIZE XL,1,1
MAWAR LAUNDRY REFILL,1,1
RANTANG GOLDEN,1,1
SAMPAH INJAK,2,1
MEJA SETRIKA DUDUK,1,1
BOX CB 75,1,1
KESED MIE,1,1
KIPAS WELHOME BERDIRI 1681,2,1
TREMOS SOLARIS LION STAR,1,1
TIKAR ISTANA JUMBO,2,1
LOYANG ROTI 3PCS,1,1
KIPAS WELHOME BERDIRI 1681,2,1
PISAU STENLIS BUAH,3,1
SPRITE/FANTA/COLA,1,1
BOTOL HYDRO LIONSTAR,2,1
SUMPIA UDANG,3,2
ceret plastik jago,4,1
BAK HITAM 28 SJP,1,1
RAK PIRING MASTER,1,1
KIPAS WELHOME BERDIRI 1681,1,1
SIRUP ABC DUS,1,1
TALENAN KAYU KCL,1,2
CELENGAN SIZE M,2,1
SELIMUT KARAKTER ANAK,3,2
MUG LISTRIK,4,2
LEMARI LS2P KACA,5,1
SPREI RUMBAI ILLUSIONS,1,1
MAINAN EMBER PANTAI 958A,2,1
BOX EZ 75,1,1
MASKER DUCKBIL PUTIH,1,1
MASKER DUCKBIL PUTIH,1,2
MEJA BELAJAR IMPOR KARAKTER,1,1
KERTAS KADO,2,4
SETRIKA MASPION HA 110,1,1
TEKO SET JAGO,1,1
SPRINGBED BIGDREAM 180,2,1
SARUNG BUSA 120X20,1,1
KARPET JASMINE,1,1
BOTOL KACA KAKTUS,2,2
MASKER DUCKBIL PUTIH,1,1
JEMURAN ALUMINIUM STANDART WARNA,1,2
LEMARI LS2P KACA,2,1
TEKO SET JAGO,1,1
TOPRON,1,2
MAWAR LAUNDRY REFILL,2,4
BATAGOR MINI 200 GRAM,3,2
PILUS KENCUR,4,2
JIPANG,5,1
RAK PIRING JUMBO,1,1
KERANJANG POPOK BAYI,2,1
KERTAS KADO,2,2
PIRING ROTAN PLASTIK,1,1
MASKER DUCKBIL PUTIH,2,1
TREMOS INDOGLASS 750ML,3,1
BOTOL HYDRO LIONSTAR,4,1
MANTEL SETELAN  POLKADOT,1,2
SELIMUT KARAKTER ANAK,1,1
KAPSTOK WARNA,2,1
PANCI SET 4 HAPPYFUN,1,1
BOTOL KACA KAKTUS,1,5
KIPAS WELHOME BERDIRI 1681,1,1
PISAU SULTAN,2,1
PANCI KUAH AXLO 22CM,1,1
TEAPOT WARNA,2,1
MANKOK BOWL KACA 5 SSN,3,1
BOX CB 75,1,1
CELENGAN SIZE S,1,1
BANTAL/GULING MAHKOTA MERAH,1,2
BANTAL GULING CANON,2,2
WAJAN WARNA GSF,1,1
KOMPOR RINNAI 522A,1,1
WAJAN WARNA GSF,2,1
BOTOL HYDRO LIONSTAR,1,1
TEAPOT WARNA,1,1
MUKENA TERUSAN FATIMAH,1,1
TREMOS SOLARIS LION STAR,1,1
TEMPAT TISU KOTAK PANJANG,1,1
SETRIKA MASPION HA 110,2,1
RAK PIRING MASTER,1,1
MAINAN MOBIL POLISI GGC,2,1
BOX CB 75,3,2
SERBET/LAP PIRING,4,1
TOPLES ODATE BUNGA,5,1
SENDOK/GARPU BATIK,6,2
KIPAS WELHOME BERDIRI 1681,1,1
BATRAI ABC SEDENG,2,1
CELENGAN SIZE S,3,1
CELENGAN SIZE M,4,1
KERANJANG SAMPAH FORTUNA,5,1
KIPAS WELHOME BERDIRI 1681,1,1
SETRIKA MASPION HA 110,2,1
SIKAT BAJU GAGANG,1,1
MASKER DUCKBIL PUTIH,1,1
SPRINGBED BIGDREAM 180,1,1
PANCI KUAH AXLO 22CM,1,1
CIMOL,1,1
PILUS KENCUR,2,1
SALEH PISANG KECIL,3,1
PISANG COKLAT,4,1
TEMPAT TISU KOTAK PANJANG,1,1
BANTAL CINTA,2,1
BOX CB 75,3,2
BOTOL HYDRO LIONSTAR,4,1
SARUNG SAMARINDA,5,1
ROYAL FOAM KAIN ZAKAT,1,1
TEFLON MAXIM 20,1,1
PIRING ROTAN PLASTIK,1,2
EMBER 40L WARNA PAIL UKIR,2,1
MAINAN JEEP PUTIH,3,1
KAPSTOK WARNA,4,2
SPRINGBED VALENCIA,5,2
KERANJANG PAJERO WARNA,6,1
SPREI ILLUSION 160,7,1
SAMPAH INJAK,8,1
SIKAT CUCI BAJU,9,1
TEFLON MAXIM 20,10,1
JAM DINDING 5002 TEA POT,1,1
BANTAL GULING CANON,1,2
RAK CHIKI/SNACK JUMBO,1,1
TOPLES ODATE BUNGA,1,3
MAKARONI 125 GRAM,2,1
BATAGOR MINI 200 GRAM,3,1
MASKER DUCKBIL PUTIH,1,1
MANTEL ELMONDO ANAK,2,1
RODA KAKI KULKAS,1,1
MASKER DUCKBIL PUTIH,1,1
JEMURAN ALUMINIUM STANDART WARNA,1,2
TOBELO COKLAT GOLDEN BALLS,2,1
MAGICOM COSMOS CRJ 3306,1,1
KARPET JASMINE,1,1
TOPLES PUZZLE SET,1,1
BATAGOR MINI 200 GRAM,1,3
KIPAS WELHOME BERDIRI 1681,1,1
TALENAN KAYU KCL,2,1
TOPLES ODATE BUNGA,1,2
BANTAL/GULING MAHKOTA HITAM,2,2
BANTAL/GULING MAHKOTA MERAH,3,1
TALENAN KAYU KCL,1,5
LEM DEXTON BOTOL,1,1
JEPITAN BAJU WADAH,2,1
MASKER DUCKBIL PUTIH,1,4
PANCI GORENG SERBAGUNA GSF,2,1
PIRING 2 WARNA,1,2
MAINAN ANGSA TARIK,1,1
TREMOS SOLARIS LION STAR,1,1
JEMURAN ALUMINIUM STANDART WARNA,2,1
SERBET/LAP PIRING,3,1
SPREI HOME UK 160 & 180,4,1
JAM VINODA JUMBO,5,1
KERTAS KADO,6,2
BLENDER MIYAKO 3 IN 1 BL-102 PL,1,1
KIPAS TANGAN GRADASI,1,1
RAK KAMAR MANDI KOTAK,2,1
KOK,3,1
MAGICOM MIYAKO 528,1,1
TREMOS INDOGLASS 500ML,2,1
BOX EZ 75,1,1
SPATULA SET GSF 4507,1,1
JEMURAN HANDUK VINODA,2,1
SARUNG WADIMOR,1,4
SERBET/LAP PIRING,1,1
TEMPAT TISU KOTAK PANJANG,2,1
MANTEL ELMONDO ANAK,1,1
RODA KAKI KULKAS,2,1
TOPRON,1,1
RAK PIRING MASTER,1,1
SPONS MANDI,2,1
KERANJANG SAMPAH FORTUNA,1,1
KAPSTOK NAGAMAS 8 KAIT,2,1
KAPSTOK WARNA,1,1
BUSA ROYAL 160x20,1,1
MASKER DUCKBIL PUTIH,1,2
ROYAL FOAM KAIN ZAKAT,1,1
GELAS JUS PORTO,1,1
KERTAS KADO,2,1
MASKER DUCKBIL PUTIH,1,1
MAGICOM MIYAKO 528,1,1
PEL PELAN NAGOYA,2,1
RAK SEPATU SUSUN 5 GSF,1,1
KERANJANG PAJERO WARNA,2,1
SPRINGBED VALENCIA,3,1
JEMURAN ALUMINIUM STANDART WARNA,4,1
RACUN TIKUS,5,10
SALEH PISANG KECIL,1,5
KOMPOR RINNAI 522 C,1,1
MASKER DUCKBIL PUTIH,1,1
SIRUP ABC DUS,2,1
TATAKAN KOMPOR KAKI 6,1,1
KERANJANG SAMPAH FORTUNA,2,2
CLUNNY SET,3,1
RAK CHIKI/SNACK JUMBO,1,1
RACUN TIKUS,3,1
BOX EZ 75,1,1
COOPER AXLO,1,1
MASKER DUCKBIL PUTIH,2,1
CERMIN SIZE XL,1,1
SAMBUNGAN KRAN,1,1
SAJADAH AL JEDAH,1,1
TEMPAT MAKAN GRACIA,1,1
MANKOK BOWL KACA 5 SSN,1,1
BANTAL CINTA,2,1
TEAPOT WARNA,3,1
KERTAS KADO,4,2
KERANJANG PAJERO WARNA,1,2
BANTAL GULING CANON,2,1
RACUN CICAK,3,1
BLENDER MIYAKO 501 PF,4,1
MASKER DUCKBIL PUTIH,1,1
GELAS MUG TTP 1 WARNA,1,2
BOTOL HYDRO LIONSTAR,2,1
BOTOL MINUM 750ML SL,3,1
MAGICOM VOTRE 1.2L,1,1
BANTAL CINTA,1,1
KESED 5D DIATOMITE,1,1
PISAU STENLIS BUAH,2,1
MAINAN MOBIL POLISI GGC,3,1
SIKAT CUCI BAJU,4,1
